Zip Code,Audi A3 Plug In,Audi A7 Plug In,Audi A8 Plug In,Audi e-tron,Audi e-tron GT,Audi e-tron Sportback,Audi Q5 Plug In,Azure Transit Connect,Bentley Bentayga,BMW 3-Series Plug in,BMW 5-Series Plug in,BMW 7-Series Plug in,BMW i3,BMW i3 REx,BMW i8,BMW X3,BMW X5,Cadillac CT6,Cadillac ELR,Chevrolet Bolt EUV,Chevrolet Bolt EV,Chevrolet Spark,Chevrolet Volt,Chrysler Pacifica,Coda EV,E-Ride EXV,Ferrari SF90 Stradale,Fiat 500e,Fisker Karma,Ford C-Max Energi,Ford Escape Plug-in Hybrid,Ford Focus EV,Ford Fusion Energi,Ford Mustang Mach-E,Ford Ranger,Ford Think Neighbor,GEM NEV,Honda Accord Plug In,Honda Clarity Plug In,Hyundai Ioniq EV,Hyundai Ioniq Plug In,Hyundai Kona Electric,Hyundai Santa Fe Plug In,Hyundai Sonata Plug In,Hyundai Tucson Plug In,Jaguar I-Pace,Jeep Wrangler Plug In,Karma Revero,Kia Niro EV,Kia Niro Plug In,Kia Optima Plug In,Kia Sorrento Plug In,Kia Soul EV,Land Rover Range Rover Plug In,Lincoln Aviator Plug In,Lincoln Corsair,Lucid Air,Mclaren P1,Mercedes B-Class Electric,Mercedes C350e Plug In,Mercedes EQS,Mercedes GLC 350e Hybrid,Mercedes GLE55e,Mercedes S550e,Mercedes S560e,Miles ZX40ST,Mini Countryman Plug In,Mini Hardtop 2 Door EV,Mitsubishi i,Mitsubishi Outlander Plug In,New Flyer Xcelsior CHARGE,Nissan Leaf,Polestar 2,Porsche 918 Spyder,Porsche Cayenne S E-Hybrid,Porsche Panamera S E-Hybrid,Porsche Taycan,Rivian R1T,Smart forTwo EV,Smart forTwo EV Cabrio,Subaru Crosstrek Hybrid,Tesla Model 3,Tesla Model S,Tesla Model X,Tesla Model Y,Tesla Roadster,Toyota Prius Plug-in,Toyota Prius Prime,Toyota RAV4 EV,Toyota RAV4 Prime,Volkswagen e-Golf,Volkswagen ID.4,Volvo S60 Plug In,Volvo S90 Plug In,Volvo V60 Plug In,Volvo XC40 Recharge,Volvo XC60 Plug In,Volvo XC90 Plug In,Wheego Life,Workhorse E-GEN Van,Grand Total
77488,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,1,,,1,,,,,,,,,,,,,13
77489,1,,,,,,,,,1,1,,,1,1,,,,,,,,3,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,1,,,,,,10,3,1,1,,,2,,1,,1,,,,,,,,,35
77493,,,,8,,2,,,,1,3,,3,3,1,,4,,1,1,9,,7,7,,,,,,2,,,4,5,,,,,1,,,,,1,,,5,,,,,,1,,2,,,,,1,,,,,,,,,,1,,9,,,,2,,,,,,65,16,11,35,,2,6,,3,1,3,,1,,,2,4,,,233
77494,2,1,1,10,1,1,2,,,7,12,1,3,5,4,4,13,,1,1,17,,25,23,,,,2,1,7,,,5,7,,,,,11,,,,,1,,4,15,,2,2,,,,,8,,,,1,,,1,,1,,,,3,,1,,20,2,,11,6,11,,1,,,332,100,64,170,,3,7,,5,,10,2,,,1,3,10,,,964
77495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1
77496,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
77498,,,,1,,,,,,2,2,2,2,,3,,4,2,,,4,1,7,6,,,,,,2,,,1,1,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,20,,,3,,3,,,,,89,32,12,42,,3,6,,4,,1,,,,,,,,,260
77502,,,,,,,,,,,,,1,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,3,2,,,,1,,,,,,,,,,,,,,14
77503,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,10
77504,,,,,,,,,,,,,,,,,2,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,1,,,,,,,,,,,,,,,,,1,,,,,1,,,,,3,3,1,1,,,2,,,,,,,,,,1,,,22
77505,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,2,,,,,7,5,2,4,,9,,,,,,,,,,,,,,37
77506,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,1,2,,1,,,,,,,,,,,,,,,,8
77507,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,3
77510,,,,,,,,,,,,,,,,,,,,,2,,2,,,,,,,1,,1,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,2,,,1,,,,,,,,,,,,,14
77511,,,,1,,,,,,2,1,,1,,,,,,,,3,1,6,5,,,,1,,,,,,,,,,,1,,,,,,,,2,,1,,,,1,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,10,5,1,1,,,4,,,,,,,,,,,,,52
77514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2
77515,,,,,,,,,,1,,1,,,,,,,,,,,4,1,,,,,,,,,2,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,10,4,2,,,,,,,,,,,,,,1,,,30
77517,,,,,,,,,,,,,,,,,,1,,,,,3,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,2,1,,,1,,,,,,,,,,,,,,12
77518,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,1,,,1,,,,,,,,,,,,,10
77519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77520,,,,,,,,,,,,,1,,,,1,,,,,1,3,,,,,,,,,,1,,,,,,,,,,,,,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,5,,1,1,,,,,,,,,,,,,,,,19
77521,,,,,,,,,,3,,,,,,,,,,,1,,7,2,,,,,,,,,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,2,1,,,,,19,5,5,9,,,1,,,,,,,,,,,,,61
77522,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77523,,,,,,,,,,,,,,,1,,,,,,1,,4,2,,,,,,3,,,1,1,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,1,,,1,,,,,,1,,2,,,,,,,,,,25,3,1,8,,,,,,,,,,,2,,,,,61
77528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77530,,,,,,,,,,,,,,,,,1,,,,,,3,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,6,3,,2,,,,,,,,,,,,,,,,17
77531,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,1,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,5,,,,,1,,,,,,,,,,,,,,13
77532,,,,,,,,,,1,,,,2,,,,,,,,,2,3,,,,,,,,,3,,,,,,,,,,,,,,4,,1,,,,,,,1,,,,,,,,,,,,,,1,,1,,,,1,,,,,,11,1,1,6,,,,,,,,,,,,,,,,39
77533,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77534,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,4
77535,,,,,,,,,,,,,,,,,1,,,,1,,4,1,,,,,,,,,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,9,2,2,1,,,,,,,,,,,,,,,,28
77536,,,,,,,,,,1,,,1,2,,,,,,,,,5,3,,,,,,1,,,2,,,,,,1,,,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,4,,,,,1,,,,,14,2,2,4,,,1,,,,2,,,,,,,,,50
77539,,,,,,,,,,,,,2,2,,,2,,1,,2,,4,2,,,,,,2,,,3,2,,2,,,2,,,,,1,,,2,,,1,,,1,,,,,,,1,,,,,,,,1,,,,1,,,,,,,2,,,20,10,3,5,1,,1,,1,,2,,,,,,,,,79
77541,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,8,,,2,,,,,,,,,,,,,,,,15
77545,,,,,,,,,,,,,1,1,2,,,,,,,,4,,,,,,,1,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,,,,,,16,5,,1,,,,,,,,1,,,,,,,,37
77546,1,,,3,,,1,,,1,1,,1,1,1,1,4,,2,,6,1,17,4,,,,1,,4,,,9,6,,,,,3,,,,,,,1,6,,2,,,,1,,3,,,,,1,,1,,1,,,,,1,,,7,1,,1,2,5,,,,,92,41,17,32,,1,8,,4,1,2,,,,,1,,,,300
77547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,,3
77550,1,,,,,,,,,,,,1,3,,,1,,,,1,,6,,,,,,,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,6,3,1,2,,,1,,,,,,1,,,,,,,32
77551,,,,1,,,,,,1,,,,,,1,1,,,,2,1,2,,,,,,,1,,,2,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,,3,,,,,,,,,,4,1,2,3,,,,,,,,,,,,1,,,,31
77554,,,,1,,,,,,,,,,1,,,1,,,,,,1,2,,,,,,,,,,1,,,1,,2,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,11,10,5,9,,,,,,,2,,,,1,,,,,52
77555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77562,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,1,,,,,1,,,,,,,,,,,9
77563,,,,,,,,,,,,,1,,,,,,,,,,2,2,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,2,,1,,,,,,,,,,,,,,,,12
77565,,,,1,,,,,,,1,,1,3,,,,,,,2,,3,,,,,,,1,,,2,1,,1,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,2,,1,,,1,,,,,11,6,2,5,,1,1,,,,,,,,,,,,,48
77566,,,,,,1,,,,,1,,,,,,1,,,,1,,4,3,,,,1,,,,,1,2,,,,,4,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,1,,,,,,16,8,,4,,,1,,1,,1,,,,,,,,,54
77568,,,,,,,,,,,,,,1,,,,,,,,,4,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,11,2,,4,,,,,,,,,,,,,1,,,27
77571,,,,,,,,,,,,,,1,1,,1,,,,2,,5,1,,,,,,1,,,,1,,,,1,2,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,1,,,4,,,,,,,1,,,12,,1,5,,,1,,,,,,,,,,,,,43
77573,,1,,3,,1,,,,2,5,,3,3,1,,7,,,,14,,19,11,,,,,1,5,,,10,4,,,1,,4,,,,,,,,10,,7,1,,,2,,4,,,,1,1,1,1,,3,,,1,1,,2,,8,,,2,1,5,,1,,,104,43,23,52,,1,9,,7,,6,,,,1,,1,,,394
77575,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,9
77577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1
77578,1,,,4,,1,,,,3,1,,,1,2,,3,2,,,4,,6,2,,,,,,2,,,4,4,,,,,3,,,2,,,,2,1,,,,,,1,,1,,,,,,,,,1,,,1,,,,,5,,,,,2,,,,,49,20,8,32,,,4,,,,,1,,,1,,4,,,178
77580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77581,,,,4,,,,,,,2,,1,3,2,,7,1,,,3,,7,6,,,,1,,1,,,6,,,,,,1,,,,,1,,1,1,,,,1,,,,1,,,,,,,,,,,,,1,,1,,12,1,,2,,1,,,,,60,21,15,17,,,,,4,,1,,,,1,1,,,,188
77583,,,,,,2,,,,2,3,,,,,,1,1,,1,8,,5,,,,,,,1,,,3,2,,,,,1,,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,1,,,,4,,,1,3,,,1,,,47,13,8,21,,,4,,1,,1,,,,,,,,,138
77584,,,,4,,2,,,,6,4,2,1,5,4,1,7,,1,,20,1,19,12,,,,2,,3,,,7,3,,,,,9,,1,,,1,,3,7,,1,1,,,,,2,,,,1,1,,,1,,,,,,,3,,24,1,,4,4,3,,1,,,183,58,50,65,,2,5,,5,,5,,1,,1,1,7,,,555
77586,,,,2,,1,,,,,2,,1,,1,,1,,,,8,,15,1,,,,,,2,,1,6,3,,,1,,,,1,,,,,1,3,,,1,,1,,,1,,,,,,,,,,,,1,1,,,,10,,,1,,1,,,,,28,18,3,13,,,3,,,2,3,,1,,,1,1,,,140
77587,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,8
77590,,,,,,,,,,1,,,,,,,,,,,2,,2,3,,,,,,1,,,3,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,2,,3,,1,1,,,,,,,,,,,,,23
77591,,,,,,,,,,,,,,,,,1,1,1,,,,3,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,7,,,2,,,,,,,,,,,,,,,,20
77597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
77598,,,,,,,,,,,,,,,,,,,,,,,8,1,,,,,,1,,1,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,1,,,,,15,5,1,2,,1,,,1,,,,,,,,,,,41
77611,,,,,,,,,,,,,,,,,2,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,6
77612,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77613,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77619,,,,,,,,,,,,,,1,,,1,,,,,,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,5,,,3,,,1,,,,,,,,,,1,,,17
77622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1
77625,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,3,,,,,,,,,,,,,7
77627,,,,,,,,,,,,,1,,,,2,,,,,,2,1,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,8,1,2,1,,1,,,,,,,,,,,,,,22
77630,,,,,,,,,,,1,,,,,,,,,,1,,1,1,,,,,,1,,,1,1,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,2,,,,,,,,,,,,,,,,17
77632,,,,,,,,,,2,,,,,,,,,1,,1,,2,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,3,2,,1,,,,,,,,,,,,,,,,17
77640,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,5
77642,,,,,,,,,,,1,,,,,,1,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,3,,1,,,,,,,,,,,,,,,,,9
77650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,3
77651,,,,,,,,,,,,,,,,1,1,,,,,,3,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,,,,,,1,,,,,,,1,,,,18
77655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77656,,,,,,,,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,1,,,,,,,,,,,,,,,,7
77657,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,1,1,,,,,,,,,,,,,1,,1,,,,,,3,,,,,,,,,,,,,,,,,1,,,,,,,,,,7,3,2,,,,2,,,,2,,,,,,,,,26
77659,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,4
77660,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77662,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,3,1,,,,1,,,,,,,,,,,,,,10
77665,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,4
77701,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,3,1,,,,,,,,,,,,,1,,,12
77702,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,2,1,2,,,,,,,,,,,,1,,,,,8
77703,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,5
77705,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,,,1,,,,,,,,,,,,,12
77706,,,,1,,,1,,,2,,,,2,1,1,4,,,,3,,6,3,,,,,,1,,,1,,,,,,1,,,,,,,1,3,,,,,,,1,,,,,,1,,,,,,,,,,,,3,,,,,,,,,,16,20,6,3,,,1,,2,,2,,,,,1,,,,87
77707,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,2,,,4,,,1,,1,,,,,,,,,,,14
77708,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,6
77713,,,,,,,,,,,,,,,,,2,,,,1,,,,,,,,,1,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,,,,,,,,,,,6,3,3,,,1,,,,,,,,,,,,,,23
77801,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,7
77802,,,,,,,,,,1,2,,,1,,1,,,,1,5,1,4,1,,,,,,,,,4,,,,,,,,,1,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,4,,,1,,,,,,,10,4,,3,,,3,,2,,,,,,,,,,,52
77803,,,,,,,,,,,1,,,,,,,,,,2,,2,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,4,1,2,2,,,1,,,,,,,,,,,,,20
77807,,,,1,,1,1,,,,,,,1,,,,,,,1,,2,3,,,,,,1,,,3,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,2,,,,,,,,,,12,6,,4,,,1,,,,,,,,,,,,,42
77808,,,,,,,,,,,,,,1,,,,,,,,,2,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,,,,,,,7,,,1,,,1,,,,,,,,,,,,,18
77820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1
77830,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,5
77831,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,4
77833,,,,1,,,,,,1,,,,,,1,,,,,1,1,2,,,,,,,2,,,4,,,,,,,,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,14,2,,3,,1,,,,,,,,,,,1,,,39
77834,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,4
77836,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,3,1,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,,1,,,1,,,,,,,,,,,14
77837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
77840,,,,,,,,,,,2,,,,,,,,,,1,,8,2,,,,,,5,,,4,1,,,,,1,,,,,,,,2,,,,,,1,,,,,,,,,,,,,,,1,,,,2,,,,,,,,,,13,4,1,4,,1,2,,,,,,,,,,1,,,56
77842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
77843,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77845,,,,,,,,,,6,3,,1,,,3,2,,,,7,,18,16,,,,1,1,4,,,6,5,,,,,8,,1,,,1,,,3,,1,,,,,,1,,,,,,,,,,,,,1,,1,,12,,,,,2,,,,1,83,35,17,37,,,16,,3,,,,,,,2,1,,,299
77849,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77856,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,,,,,,,,,,,6
77857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
